entry_date,exit_date,held,exit_reason,entry_spy,exit_spy,pnl_pct,policy
2018-05-29,2018-12-14,199,S8_DRAWDOWN_10,237.7305603027344,232.25521850585935,-18.54971755057732,S8_DRAWDOWN_10
2018-06-12,2018-12-14,185,S8_DRAWDOWN_10,246.47906494140625,232.25521850585935,-26.65338212185083,S8_DRAWDOWN_10
2018-07-06,2019-01-02,180,S8_DRAWDOWN_10,244.47906494140625,224.38253784179688,-37.49288232616139,S8_DRAWDOWN_10
2018-07-27,2019-12-09,500,Max hold,249.80514526367188,285.4414367675781,32.05901740824721,S8_DRAWDOWN_10
2018-08-10,2019-12-23,500,Max hold,251.3495178222656,293.5525207519531,46.625561493719616,S8_DRAWDOWN_10
2018-08-24,2020-01-06,500,Max hold,255.21083068847656,295.76416015625,41.404732991016566,S8_DRAWDOWN_10
2018-09-07,2020-01-21,501,Max hold,255.29066467285156,302.76434326171875,50.61068441794415,S8_DRAWDOWN_10
2018-09-21,2020-02-03,500,Max hold,260.3608703613281,296.2027893066406,29.49651820969037,S8_DRAWDOWN_10
2018-10-05,2020-02-18,501,Max hold,256.6424865722656,307.7267150878906,62.62549972111262,S8_DRAWDOWN_10
2018-11-07,2020-02-27,477,S8_DRAWDOWN_10,250.57025146484375,271.8847961425781,29.03020151831614,S8_DRAWDOWN_10
2018-12-03,2020-02-27,451,S8_DRAWDOWN_10,249.0455017089844,271.8847961425781,34.88015210278904,S8_DRAWDOWN_10
2019-02-22,2020-02-27,370,S8_DRAWDOWN_10,250.3563232421875,271.8847961425781,58.4465475620338,S8_DRAWDOWN_10
2019-03-11,2020-02-27,353,S8_DRAWDOWN_10,249.72848510742188,271.8847961425781,60.50899297060561,S8_DRAWDOWN_10
2019-03-26,2020-02-27,338,S8_DRAWDOWN_10,253.24281311035156,271.8847961425781,53.07733598963576,S8_DRAWDOWN_10
2019-04-09,2020-02-27,324,S8_DRAWDOWN_10,258.8188781738281,271.8847961425781,46.66821521715734,S8_DRAWDOWN_10
2019-04-26,2020-02-27,307,S8_DRAWDOWN_10,264.3140563964844,271.8847961425781,42.145521295271614,S8_DRAWDOWN_10
2019-05-10,2020-02-27,293,S8_DRAWDOWN_10,259.53057861328125,271.8847961425781,47.71372486619928,S8_DRAWDOWN_10
2019-06-07,2020-02-27,265,S8_DRAWDOWN_10,259.1250915527344,271.8847961425781,49.833497227712016,S8_DRAWDOWN_10
2019-07-01,2020-02-27,241,S8_DRAWDOWN_10,267.6362609863281,271.8847961425781,46.52172156281144,S8_DRAWDOWN_10
2019-07-15,2020-02-27,227,S8_DRAWDOWN_10,272.24383544921875,271.8847961425781,39.6927210741785,S8_DRAWDOWN_10
2019-07-29,2020-02-27,213,S8_DRAWDOWN_10,272.8865661621094,271.8847961425781,41.85094067142482,S8_DRAWDOWN_10
2019-08-12,2020-02-27,199,S8_DRAWDOWN_10,260.76568603515625,271.8847961425781,46.34416427433814,S8_DRAWDOWN_10
2019-08-29,2020-02-27,182,S8_DRAWDOWN_10,264.84814453125,271.8847961425781,42.03239437019808,S8_DRAWDOWN_10
2019-09-12,2020-03-10,180,S8_DRAWDOWN_10,272.7326354980469,263.5777282714844,47.19267027801942,S8_DRAWDOWN_10
2019-09-26,2020-03-24,180,S8_DRAWDOWN_10,270.0908203125,223.5135803222656,24.953222865478484,S8_DRAWDOWN_10
2019-10-11,2020-04-08,180,S8_DRAWDOWN_10,269.4360656738281,251.8997039794922,17.96598433576885,S8_DRAWDOWN_10
2019-10-25,2020-04-22,180,S8_DRAWDOWN_10,274.2739562988281,256.56024169921875,23.002767700563837,S8_DRAWDOWN_10
2019-12-02,2020-06-11,192,S8_DRAWDOWN_10,283.40435791015625,276.33319091796875,37.92607744033611,S8_DRAWDOWN_10
2019-12-16,2020-06-26,193,S8_DRAWDOWN_10,290.5521545410156,277.0321960449219,25.52718538913068,S8_DRAWDOWN_10
2020-01-09,2021-05-24,501,Max hold,298.51483154296875,391.4975891113281,154.76245878486264,S8_DRAWDOWN_10
2020-01-27,2021-06-10,500,Max hold,295.63616943359375,395.6445007324219,157.0155293478937,S8_DRAWDOWN_10
2020-02-10,2021-06-24,500,Max hold,305.8531799316406,398.3350830078125,142.95038025309395,S8_DRAWDOWN_10
2020-02-25,2021-07-09,500,Max hold,285.720703125,408.0989990234375,149.6668048938726,S8_DRAWDOWN_10
2020-06-26,2021-11-08,500,Max hold,277.0321960449219,440.8132019042969,150.86635877146688,S8_DRAWDOWN_10
2020-07-21,2021-12-03,500,Max hold,300.077392578125,426.2332153320313,109.9492040187768,S8_DRAWDOWN_10
2020-08-04,2021-12-17,500,Max hold,304.73992919921875,433.815185546875,108.0411894582306,S8_DRAWDOWN_10
2020-09-18,2022-01-31,500,Max hold,306.5067138671875,424.41943359375,86.57263078297419,S8_DRAWDOWN_10
2020-10-05,2022-02-17,500,Max hold,314.95166015625,412.2974853515625,54.67608153807117,S8_DRAWDOWN_10
2020-11-05,2022-02-22,474,S8_DRAWDOWN_10,324.6663513183594,405.23193359375,43.39347732293523,S8_DRAWDOWN_10
2020-11-24,2022-02-22,455,S8_DRAWDOWN_10,336.69854736328125,405.23193359375,37.262037121091055,S8_DRAWDOWN_10
2020-12-08,2022-02-22,441,S8_DRAWDOWN_10,343.14111328125,405.23193359375,30.540218723797132,S8_DRAWDOWN_10
2020-12-22,2022-02-22,427,S8_DRAWDOWN_10,341.876220703125,405.23193359375,23.957203177362434,S8_DRAWDOWN_10
2021-01-07,2022-02-22,411,S8_DRAWDOWN_10,352.9170227050781,405.23193359375,15.706564570353965,S8_DRAWDOWN_10
2021-01-21,2022-02-22,397,S8_DRAWDOWN_10,357.70196533203125,405.23193359375,10.57369232871603,S8_DRAWDOWN_10
2021-02-04,2022-02-22,383,S8_DRAWDOWN_10,359.517333984375,405.23193359375,5.353343895758903,S8_DRAWDOWN_10
2021-02-26,2022-02-22,361,S8_DRAWDOWN_10,354.09002685546875,405.23193359375,7.195081047798688,S8_DRAWDOWN_10
2021-03-12,2022-02-22,347,S8_DRAWDOWN_10,366.8438720703125,405.23193359375,2.1352083699209494,S8_DRAWDOWN_10
2021-03-26,2022-02-22,333,S8_DRAWDOWN_10,369.838623046875,405.23193359375,11.15405004334712,S8_DRAWDOWN_10
2021-04-26,2022-02-22,302,S8_DRAWDOWN_10,390.04058837890625,405.23193359375,-4.131572133497126,S8_DRAWDOWN_10
2021-05-10,2022-02-22,288,S8_DRAWDOWN_10,390.3488464355469,405.23193359375,-3.9664915267062013,S8_DRAWDOWN_10
2021-05-24,2022-02-22,274,S8_DRAWDOWN_10,391.4975891113281,405.23193359375,-4.392602221250079,S8_DRAWDOWN_10
2021-06-07,2022-02-22,260,S8_DRAWDOWN_10,394.31829833984375,405.23193359375,-2.2126632686952012,S8_DRAWDOWN_10
2021-06-21,2022-02-22,246,S8_DRAWDOWN_10,394.3620300292969,405.23193359375,-0.9519315043699288,S8_DRAWDOWN_10
2021-07-07,2022-02-22,230,S8_DRAWDOWN_10,407.1057739257813,405.23193359375,-9.16328527837256,S8_DRAWDOWN_10
2021-07-21,2022-02-22,216,S8_DRAWDOWN_10,407.1900329589844,405.23193359375,-11.128364102203406,S8_DRAWDOWN_10
2021-08-04,2022-02-22,202,S8_DRAWDOWN_10,411.3411865234375,405.23193359375,-14.939863914410253,S8_DRAWDOWN_10
2021-08-18,2022-02-22,188,S8_DRAWDOWN_10,411.5285949707031,405.23193359375,-16.618596108159053,S8_DRAWDOWN_10
2021-09-01,2022-03-07,187,S8_DRAWDOWN_10,423.35400390625,395.6664123535156,-13.568487527408518,S8_DRAWDOWN_10
2021-09-15,2022-03-14,180,S8_DRAWDOWN_10,419.6808471679687,393.37408447265625,-16.049172836759737,S8_DRAWDOWN_10
2021-09-29,2022-04-22,205,S8_DRAWDOWN_10,408.4006042480469,403.150390625,-13.292392973399917,S8_DRAWDOWN_10
2021-10-18,2022-04-22,186,S8_DRAWDOWN_10,420.3768005371094,403.150390625,-15.753321170130748,S8_DRAWDOWN_10
2021-11-18,2022-05-17,180,S8_DRAWDOWN_10,441.5652160644531,386.3825073242187,-44.0604381223115,S8_DRAWDOWN_10
2021-12-03,2022-06-01,180,S8_DRAWDOWN_10,426.2332153320313,387.5842895507813,-46.501720332488574,S8_DRAWDOWN_10
2021-12-17,2022-06-15,180,S8_DRAWDOWN_10,433.815185546875,358.8269958496094,-57.4054467293066,S8_DRAWDOWN_10
2021-12-31,2022-06-29,180,S8_DRAWDOWN_10,448.05023193359375,361.46044921875,-61.34402091294611,S8_DRAWDOWN_10
2022-01-18,2022-07-18,181,S8_DRAWDOWN_10,430.6266479492187,362.9905090332031,-56.253792476591954,S8_DRAWDOWN_10
2022-02-01,2022-08-01,181,S8_DRAWDOWN_10,427.287353515625,390.3799133300781,-43.626764362672326,S8_DRAWDOWN_10
2022-03-24,2022-09-20,180,S8_DRAWDOWN_10,426.2867736816406,366.5237121582031,-54.96034343800471,S8_DRAWDOWN_10
2023-01-13,2023-10-25,285,S8_DRAWDOWN_10,382.0209655761719,404.7259826660156,-7.613472854207351,S8_DRAWDOWN_10
